BMA,DFM2,LAS,LAS2,RDF,RDF2,RDG,RDG2,REAL,DFM,ARM,OLS,MAG,MAG2,RWM,ESMB
1.1081644110887956,0.7810005053609906,1.7919934769441015,1.808659455191288,2.9776913883519107,2.8650756052042676,1.4252757320111966,1.5410967586365416,2.1604017501988926,1.4312080922509858,1.4970328634235932,18.791643937910283,1.4764991940235377,1.367162652614158,0.9305506268513022,1.569499292375602
1.1879590098174142,0.8559804644373367,1.857587114627747,1.8421727202694385,2.9689155374398615,2.8586554093844905,1.537453102886997,1.5078207964461583,2.507833092952705,1.464138428702526,1.5255324030404704,-0.2763736705284838,1.5230762063580623,1.4057132553647915,0.9681247144725504,1.5849160871146484
1.236036668320453,1.0666007090960228,1.91709657537355,1.939901925264864,2.9555502708322927,2.8520402457719136,1.6165691957078658,1.4250677298750534,2.873863128075138,1.5408635611881871,1.575953146138764,2.8588613892754617,1.5831525654492558,1.465510292645223,1.031743919752921,1.6204465906167171
1.9706950367976783,1.6125541412171582,2.0447628040521932,2.0577262361716717,2.9536641886685766,2.84889880094848,1.8180611089108705,1.3852475531643198,2.3053329375680276,1.86073061288234,1.854677408643297,2.9606818231123486,1.8915647618488387,1.7846276990527865,1.3718130531256398,1.789595452715407
1.6685741464101322,1.5131445769028289,1.955365193551513,1.9128516178479813,2.9489025939761224,2.842774766990611,1.6644833360646083,1.31785439531516,2.342716562202529,1.7767740868400663,1.771122105013868,1.674700305526266,1.7872366703996343,1.68875684985165,1.2718916155321238,1.6946505512542689
1.0832327914291078,1.6086212810186475,2.039320433825223,1.9050182632681028,2.9442154188275707,2.8279076607346707,1.6692108657490017,1.328523205239642,2.6574048896249813,1.8573120121149105,1.856083545289484,2.371911395738223,1.8524856867516264,1.7815921867301232,1.376060080201445,1.7367342564780348
2.604153504552414,1.7698458420240726,2.2002073376694335,1.9858245262120464,2.944025944053994,2.825923100226266,1.8322385132471,1.328129033134056,2.633136094674549,1.9112092725415284,1.875972777078721,1.8715273392131533,1.8899334209146128,1.8072186229087304,1.4014842058312689,1.775283902241588
2.5057190675548537,1.9915181342454955,2.3455460272431785,2.0388749201912866,2.936199482879559,2.8162519196685394,1.8562846595233065,1.3352100543451406,2.4365332316059973,1.994557454782788,1.9092805561045223,1.7406484669731528,1.925150989592522,1.848169357359751,1.443232828861428,1.8194807463559344
1.7010106456796146,2.5218874235327164,2.4914549230667,2.165097999445964,2.934737928899244,2.815976972249307,2.078849515625123,1.4628720633031578,2.5224717034348254,2.3801881699651712,2.256859923290187,1.7685999530447094,2.2842327992393807,2.2412345971007404,1.8654357844563625,2.06625453900112
2.045625026313154,2.539501624850453,2.38966947979313,2.1940607763122,2.926400308692593,2.806763948767016,2.119513297652098,1.4767597224483175,2.4988674902359342,2.359785503952279,2.2140127305388564,1.740428260125528,2.2375884722843593,2.1905566073341145,1.812762716351595,2.0611546833129135
2.2569858108451246,2.6873725844074405,2.506477056055817,2.3124354997780423,2.923986125837254,2.809912093743157,2.1682780599088622,1.5205618025672003,2.545596888035329,2.4560935333722917,2.2882937119708657,2.1443754918884967,2.3185101076576267,2.2809445729683415,1.9026209936520184,2.1443461369221
2.474901743847189,3.020414318232367,2.756267664696074,2.4863451821925033,2.922797277900163,2.810234296876848,2.502846538154426,1.6654025319326842,2.4246195897548617,2.6579555998185076,2.4088001309558296,1.356206279575939,2.47119320099806,2.4296447801140912,2.0489724477060447,2.3046258612248813
3.0672844962661356,3.202735442930412,2.600558193682867,2.271698073489576,2.9206268006713056,2.8057180413161245,2.6230818619761433,1.6579620087372229,2.5855985204292775,2.8096370627342613,2.4988974004092603,1.547060423844865,2.5562911582606085,2.525449582814164,2.1584586857350447,2.30954863634258
2.366814403288934,3.502395778939616,2.765659195383339,2.5110446211049373,2.9222341639849168,2.803254974892025,3.058617893801256,1.9091851778660751,2.400388137546261,3.3369245789667694,2.786636075531457,1.7326194320688684,2.8582699578395903,2.8468798150793857,2.5091220615326613,2.6359476133673096
2.136553501745869,3.831464298488448,2.9171246517852816,2.667334583444515,2.9236940292391695,2.805653088755708,3.3051698280620863,2.2510947637363694,1.9686703624527624,3.5329504498327116,3.089881232872083,1.8219556525382967,3.1670414506608107,3.1758084696207316,2.879014410005326,2.8853152574714196
2.6627421630291837,3.338485488768276,2.854624139792618,2.499451648349324,2.9194873280649,2.8045939755713194,2.9697957779005635,2.1857534252006885,2.2533849129593886,2.960030306277229,2.6272830536575187,2.095259219576429,2.6747515243551647,2.658311436152077,2.312408504056946,2.5681296083711898
3.2678456356288743,3.32568019546282,2.8135826212616495,2.565488801070016,2.9179170137492103,2.8000229801963066,3.008744229584488,2.293447134070934,2.4521646695013333,2.9623331169038676,2.659683150325719,2.205858983559909,2.7226159636117764,2.698708461367009,2.352000584075963,2.620238050592634
3.3219572562968422,3.618473436647798,2.9097081249754586,2.742812725212372,2.9925913320576605,2.799115759458433,3.2212217016756077,2.3776637592063254,2.3092853014833548,3.2514782249550827,2.918761536299599,2.2034692158402014,3.0054066780502033,2.994251602100086,2.6693356042777165,2.8226790614183446
2.8925145615342744,3.577354966678259,2.9937856708557304,2.615025940639102,2.9155923103032633,2.79794305623021,3.177890968882903,2.3808541805692953,2.033487076006524,3.207731427321356,2.9012850134947943,2.0618583071369425,2.959532159366091,2.9636239760329537,2.647600403588554,2.776224140506137
1.8219573238730016,3.3205509361394507,2.728450512678641,2.43562762821578,2.914259311195966,2.798653538114904,2.981505277904725,2.1873683682741785,2.0458176663503247,2.9922732663498133,2.7428096528190533,1.8659901001418888,2.7789092140475025,2.778010711924436,2.453022331730729,2.5895197289147065
2.796072118283253,3.46824366985551,2.6938143397672487,2.618462012091266,2.914049649379002,2.7991372330632927,3.171423510366041,2.354339422094917,1.275058609635904,3.1190460120738144,2.8134691528820044,2.33805686298831,2.866407636030358,2.861701430130404,2.540277921689118,2.7263291497855002
1.9593710159128912,3.426973926779796,2.7522429953224252,2.523671838118223,2.912130827801766,2.79671228436896,3.093866603158119,2.2648485017932907,1.5050526768436878,3.087471944929234,2.795040784172729,2.2281831888975523,2.830293304009646,2.8364587535187953,2.518051238854674,2.6677582672533693
2.6748183404615524,3.4511574183292217,2.7964195474929037,2.552009200246737,2.911325657311009,2.7947198935631317,3.179086080980014,2.495569259018532,1.301443397351787,3.118156890444664,2.8337462824026303,2.5689539153301,2.8610438431194547,2.8682383530819227,2.5660678882722734,2.749870408028141
3.0606898300361527,3.3056599806510927,2.840382154732796,2.678564599293468,2.908632357031841,2.7958227384650054,3.1829784589296333,2.5849840127432504,1.066263194262418,2.9833820921496885,2.735307700055785,4.08875248072876,2.75426889747022,2.759613030948145,2.445821111959801,2.745559601060548
2.2612034902295943,3.349659412613621,2.964037085407918,2.7737892909686246,2.9067195080980888,3.5124317299801935,3.2594365251205044,2.714362421865783,0.6903013841610184,3.0514050844883975,2.8664461482363737,4.035427113416167,2.883472003823254,2.908071002953897,2.607639949594769,2.8515007363897946
3.0945309693354535,2.6917129684849312,2.9465746917908913,2.728549259356985,2.904804387900475,2.902103974469788,3.029447186025151,2.543585728186821,0.7237278499004907,2.7125143476090994,2.714674028151504,3.3985512347968654,2.7316119007742587,2.741000195363014,2.422160922760358,2.674830840826102
3.1959663710149617,2.316537933780472,3.0301891539949057,2.691860484707963,2.903183131611521,2.7866949609102285,2.810733812951289,2.420999907111216,1.0008646523031794,2.3668930485261397,2.3603334791379567,4.081797118436664,2.383083282519486,2.355686022654859,1.9885239643317945,2.460021729870819
2.7530845353649265,2.6370440083284827,2.974715762089122,2.715108087844685,2.8993714711146934,2.7869293900483494,2.7479388352095984,2.2524635139789884,1.2484630663009533,2.609522996938596,2.5909782736118885,3.1487007372737694,2.6052844600734137,2.609588103092394,2.273090164370471,2.5420182180935393
3.5986238153727785,2.912323268425707,3.03983717586284,2.8136035922248057,2.8995125139162035,2.7898199419852396,2.8814255501631063,2.298045822203425,1.0552503124484192,2.794848056903349,2.752230781306354,3.064784836082379,2.7839854409382947,2.793504900026724,2.472054957728679,2.6646820631594834
5.000983319996379,2.710601066767917,3.235298970193783,2.833696240757683,2.8970937179473824,2.7852415394475916,2.9201484164005045,2.4825818004620586,0.993244992585951,2.6565526616544783,2.634238589895931,4.053789272399017,2.6605654499755618,2.6581584388819364,2.328418367742863,2.6517673231925376
3.06370145340952,2.3303912160403177,3.091632862907081,2.8210058098107655,2.897162112974781,2.783380212056608,2.786883100455555,2.4825134111385694,1.2325042084073925,2.4026866064124137,2.4071608184509308,4.779870718894963,2.4446284553575053,2.41256207084114,2.0513495425023205,2.5283416614531697
3.6772791074609055,2.3437794502570655,3.2501883338953093,2.9374227406538673,2.892780150872097,2.7816549339271837,2.8453190665640853,2.515313784666486,1.4303204388670387,2.4109964261316197,2.4151986690057727,4.8425473793669305,2.4667123961622086,2.426197301905714,2.062842882781057,2.5697329051144364
3.0783657510385365,1.606662816334246,2.910332856940925,2.6258729283134516,2.8900516135412557,2.778542674430073,2.401136485744943,2.0722029589218907,1.9345695051375955,1.7790359371272333,1.782020174706553,2.417696005632282,1.8022870101784936,1.708946723492474,1.2894980626510335,2.064782999767282
2.4900249325649684,1.5786111453821392,2.7621240115121637,2.6333794162922755,2.8867846061595346,2.775448366231625,2.247667830337577,2.1249565979839793,1.7545717715173437,1.9338742971585072,1.965706959295883,3.1498941073111992,1.9884789645115024,1.920345504210635,1.5174344680906393,2.164479317682661
2.3623450063238565,1.2183455530424618,2.597850275056568,2.467236038674676,2.882963036614645,2.7762036542787563,1.9649990517225857,1.9824908394576153,1.9241412607011288,1.7570870124815057,1.7947304139989202,2.6018980914593786,1.794461007094682,1.7264593580882617,1.3112660536049898,2.000386076153179
1.7913662844648894,0.8749306326311307,2.485576881788007,2.2882735775747953,2.8795526854048,2.773773627348336,1.727494296815156,1.867806780018032,2.112385510355641,1.5638549425898205,1.5970977010917808,2.1643663786358895,1.5952463705803783,1.508478218030323,1.0733049987844303,1.8292582503186072
2.72473807784836,0.5405354540367787,2.395190380815598,2.2184849315414357,2.8732428476083594,2.7680810911951723,1.4658684756181626,1.7483317945744126,2.3087887104943805,1.2630728826266393,1.2824756548453573,1.7715849425990846,1.2880892230451984,1.1586714416313135,0.6934844890059717,1.6280913158969612
2.2934749879171625,0.5979650363373554,2.389096023700114,2.2394527255910797,2.867774857592802,3.4239013566623653,1.4730646759030233,1.726233533675412,2.5565943435056138,1.2830049626219115,1.3029980606747555,2.1668717742925563,1.3060894367819842,1.180710881042964,0.7235104620480943,1.6379223206407896
1.7760207954271348,0.997979678056586,2.1340948269215625,2.2300156209651916,2.8610645058028656,2.7597500601840625,1.509375226137268,1.629428903548146,2.5201707477249258,1.5084435929725122,1.525183415042945,1.6079683336194106,1.5290003565053392,1.4305512939937024,0.9986925405673543,1.7232678831321988
1.080465387904907,1.336369585878256,2.04036218174055,2.1674960307778575,2.8577525919284414,2.7526170907740197,1.6541390413460269,1.6756173240428731,1.9044838860345692,1.7106053398416148,1.7239183871132824,1.704420151718561,1.7314813079321387,1.6537742051127498,1.2442692817124617,1.8194092704439069
1.003727114879439,1.131316460725079,1.8880714130719964,2.1496354221547356,2.8509072877741017,2.744910032770081,1.538144414900459,1.684240198622949,1.7046051173155607,1.5465966708643644,1.5598866570576413,2.1835170332022353,1.5472541098865953,1.4687579701252793,1.0482542731869608,1.7350897371749223
2.7648726852839953,1.0687680933948889,1.6646883972523847,2.117798895651205,2.8459729044437254,2.740126070000264,1.3091666369482546,1.6331510893810843,1.6861264536577547,1.4897964428000754,1.5034926145084757,2.0924582870880943,1.491391829435952,1.4098922813337544,0.9836203503734166,1.6860597605852101
1.5314974443249334,1.4103900265797789,1.6871689398870662,2.0869265839659663,2.8418862218965564,2.7361969895673304,1.4471839490552434,1.514902644868329,1.7512442439183262,1.6877120069882392,1.696319608447744,1.4140026953189866,1.6935844098870252,1.6258320052953197,1.2212936779676302,1.7464652110675694
0.6931475206946207,1.6207283322982189,1.5825809369347554,2.081110413922695,2.839160896299177,2.735704621636268,1.5371514445109953,1.69247246790245,1.8767191652836024,1.8482051635475387,1.8559784009842883,2.19929451205977,1.8627562743492692,1.8070575370020376,1.4179013350331895,1.869441611589243
2.5406075223715368,1.9749588559993605,1.7888495794564498,2.2003187514234206,2.834362477742368,2.7317583629710045,1.6496473149570288,1.776282635805729,1.990545488251372,2.2541523418571656,2.271999574260504,3.6547347516674904,2.2898732047888783,2.276607759682154,1.9234915789471307,2.125688325836705
1.7881057185635376,2.0505368572420735,1.890472476590782,2.1468775103563984,2.8313095286949927,2.7289124391597177,1.7952709035237362,1.6767181206112003,1.7682637708311688,2.1240494747613408,2.1232097363599554,3.615383463506325,2.1462557075406976,2.1089153856619434,1.7440129628983214,2.017713710522224
2.085164345100571,2.334917465573766,2.0977842287216815,2.2102186193890656,2.8285468475906295,2.7286802711211378,2.0503894807542964,1.6792893763607577,1.7722835191496644,2.2766606476956928,2.2634661265738103,3.8203466181527994,2.325051935795689,2.27361575125681,1.9148414116685248,2.1074086925048316
1.9182735354375913,2.574987561753645,2.07461480315865,2.259402433160564,2.8272275296469025,2.7249823448945825,2.1815902915374177,1.7716168426149517,1.9174603174603175,2.4416299116425533,2.4203911315297884,3.1401801043279582,2.480333840903227,2.4472385838560933,2.1051797529205087,2.2232600797369644
3.082043312883722,2.782262352712367,1.9858322939807136,2.2962530299256843,2.8237478094224064,2.7259457145769836,2.422612381374541,1.8901777068806416,2.018352849066818,2.612199114595814,2.58568159571196,3.032997000611059,2.6523786794578537,2.6334378495338013,2.3048021472845326,2.346077861778525
2.7373255345530945,2.9377001958659754,2.051947792371858,2.1804249067456167,2.82323810788703,2.720511970035437,2.5944225211209013,1.9123943208518728,1.8415530507172264,2.817668642627422,2.793438965034379,3.108617101977129,2.8720178449174587,2.8692488992361316,2.556237924676823,2.425981708814823
2.110824330721284,2.8742344803813227,2.050167293595165,2.1524725354671737,2.8246907461173625,2.7225680264335517,2.4787262817896174,1.8536707416319524,1.770741583829949,2.781390388925855,2.766661940088291,2.555971306118774,2.8157914923945664,2.831785188265269,2.522811690857181,2.388548901528318
4.191493140510756,2.416116145941088,2.058466848901951,2.004753276601037,2.8218243663575926,2.7159369342104567,2.224481471847503,1.762141289105636,2.1221253337305734,2.271047148124711,2.262464114939139,3.236109700229868,2.3147912528870083,2.274671796219556,1.9084110100262763,2.0751014571926305
3.648279977619303,2.2042224187819115,2.43024300771253,2.193624266314941,2.820132591089469,2.7120954890392404,2.2733696886564525,1.760003438043681,2.58804634622003,2.1046417353542344,2.099119242960888,2.9065960707629066,2.1492546180058185,2.090332308565221,1.7098002721144887,2.039347170668436
2.0172114129404455,2.182457224899606,2.5795287979859483,2.359368244069822,2.8181593902445927,2.7133740940545463,2.4108338169159667,1.757632316227396,2.807540250959728,2.0890520339027803,2.084612701567104,2.391805630031911,2.143388212511287,2.075245544410354,1.6926700129787864,2.0726663239417755
2.9762518296902223,2.234160605485676,2.57945308666447,2.356692493179186,2.8112523711365087,2.71303097034863,2.4026671408538007,1.7665977348127266,2.665081940984204,2.1421048413934365,2.13811588688011,2.6219794827104783,2.192334960130194,2.133570578949983,1.758790144680043,2.1008777390663647
2.660871338161543,2.3653147235107252,2.749961723131341,2.4602652007327936,2.8090148890568853,2.708736056143266,2.524112590991007,1.6998558110392212,2.42657613525028,2.2457052356689897,2.240949831155393,2.311086360268426,2.306061905822553,2.2512819365684043,1.885122200470426,2.1616940196490995
3.387773463979325,2.470292400769516,2.8931769103008493,2.570218425526349,2.8178108990039705,2.723745804373776,2.690501124133779,1.8353725468183617,2.3368095789880305,2.339469901797202,2.333347515707197,2.076319651301136,2.410623160480958,2.3580527335920687,1.999041258229476,2.2696020974622773
4.655505274645443,2.2296106855694076,3.0903091383976022,2.780510252539385,2.8152207182129336,2.7212828776865075,2.728817921323985,1.8982365816449465,2.763699174981249,2.1534724282184956,2.1499624009753977,2.186760335037697,2.239989850454422,2.154902041536892,1.7767696502048678,2.2455454158445565
3.189501601652702,2.2439299172539657,3.095280316116158,2.804535609869015,2.812042265762756,2.718377289807415,2.7249149703032156,1.9795190745609663,3.0026450521631443,2.1543055580892925,2.1517025498363975,2.136414576362156,2.2421604082403053,2.15967988425545,1.780478012851664,2.272515698088918
4.065171947894277,2.3719201709886746,3.1664109841097003,2.9338667715750137,2.8104470667493735,2.7170126641693013,2.8349946895278797,2.052055689249783,2.839634823188275,2.2700803379284715,2.269292679056649,2.157103103277903,2.3576405732983647,2.2897735424296677,1.925261168358834,2.3813238694524794
2.627482517489974,2.4315477341610787,2.962762409581828,2.6595382320812093,2.808198594496265,2.715290338896867,2.554658283739045,1.8252105718980376,2.5370742387648804,2.3482185509867777,2.350508880522022,1.900372955625365,2.4008336790616784,2.368231706770656,2.025576839786754,2.295869058872012
2.8358608106173055,2.184484482939239,2.8938920566106496,2.61558895092835,2.806209308485067,2.7132872482665835,2.4176227244849824,1.8427291434707924,2.595282328435511,2.201040922532383,2.202887677017967,2.0259369492137935,2.2369899518197864,2.2005843453851193,1.8473827069130149,2.2155616734873735
2.5612654154559142,2.0679982259999043,3.1931007949679344,2.8670096779491336,2.8036317582290566,2.7108695402566356,2.6691334411067325,2.1068860489927568,2.7234205172588233,2.146068999144376,2.1420817717187592,3.0521354037491295,2.2065624252666347,2.139160851736681,1.7751160207192045,2.3155116244512564
2.5362663958589136,2.4576055309692695,3.441528267871196,3.0777035165319377,2.802548471563774,2.7101145649931846,2.897568818551594,2.265139495412904,2.84101747023775,2.422255317559168,2.430337764346989,2.9735360687708647,2.5038641883662587,2.460434715184244,2.126909899486765,2.5488590234627497
4.239405469794279,2.9170940230200255,3.506374427738369,3.171005448111451,2.8021899415744,2.7101740636734064,3.070680224142286,2.48772168386048,2.585377854315296,2.7922450236803447,2.8144123449302274,3.2925099803043185,2.9138229639967843,2.896450003359876,2.594517393095508,2.8163461251456257
3.746747627528997,3.1173225908591196,3.439038134273052,3.0467706622489006,2.8025830885664016,2.710924616488733,3.1254121094646123,2.582562058896338,2.3151089561388893,2.972925335965241,2.9965086756808885,3.359992795420234,3.0896307854419325,3.095227841713026,2.816147203487364,2.899691683197842
3.8821536983423353,3.000299662864933,3.462556654392329,3.004297955279635,2.801802122782701,2.7101700835613207,3.0089530194970133,2.41640268564644,2.6125965670013462,2.860908439687269,2.8809740548827145,3.019861790970926,2.9703831311002795,2.965208275356018,2.6754197362356225,2.790645783874014
3.776399759339919,2.7931575619381093,3.2839859693913285,2.98419830219901,2.8007841341909865,2.709537597609178,2.829453709250584,2.304988067832443,2.9530186412777493,2.668018946776836,2.685815132919471,2.782033892660938,2.760840772755266,2.7446110298394024,2.4379435472473383,2.66075511243194
3.2411036915166167,2.714405696926032,3.2338398441577225,3.0442664669226973,2.7970721185214877,2.7088267141439797,2.8245115817431516,2.3173215624125536,3.7465448530799472,2.592466946772691,2.612202503599742,2.8628960941417807,2.6770795497647732,2.658793952195921,2.348814889420783,2.641564369926921
3.807084148353169,3.0741394775127504,3.207564413117767,2.991859372057033,2.7957657201295785,2.708983992182734,2.9803211122101994,2.3721715337830216,3.498838880902344,2.9354401941892427,2.963923344934892,2.565224863636306,3.025357280646326,3.0431370247953033,2.7775741243754415,2.8158486112410475
3.348702982162073,3.25826440557592,3.149644002267478,2.9795093347595527,2.7977248290977106,2.7097898160592155,3.132287777424439,2.4666393189807527,2.9173187559239144,3.134592594734855,3.1618487113251033,2.2295393254851317,3.211956508142486,3.250077826662894,3.018828325245419,2.9356474899500657
3.7493333351006046,3.1512321487925328,3.0664688328038268,2.922056439308531,2.7976786657764774,2.7045626392882656,3.0582789942301467,2.431614028724469,2.8713667353210015,3.009414348397241,3.029630960405755,2.470971375798065,3.0750701739345705,3.105133267730597,2.857533988756621,2.8481789442089993
